age;job;marital;education;default;housing;loan;poutcome
45;entrepreneur;married;tertiary;no;no;no;unknown
53;management;married;tertiary;no;no;no;unknown
60;services;married;tertiary;no;no;no;unknown
56;services;married;secondary;no;yes;yes;unknown
33;management;married;tertiary;no;no;no;unknown
33;management;single;tertiary;no;no;no;unknown
37;technician;married;tertiary;no;no;no;unknown
37;technician;divorced;secondary;no;yes;no;unknown
53;blue-collar;married;primary;no;no;no;unknown
40;technician;married;secondary;no;no;no;unknown
37;blue-collar;married;tertiary;no;no;yes;unknown
36;technician;single;secondary;no;no;no;unknown
57;admin.;married;tertiary;no;no;no;unknown
44;management;divorced;tertiary;no;yes;no;unknown
44;technician;married;secondary;no;no;no;unknown
34;management;married;tertiary;no;no;no;unknown
55;admin.;married;secondary;no;yes;no;unknown
51;management;married;tertiary;no;no;yes;unknown
47;services;married;primary;no;no;no;unknown
57;management;married;tertiary;no;no;no;unknown
31;technician;single;secondary;no;no;no;unknown
57;management;married;tertiary;no;no;no;unknown
41;self-employed;married;tertiary;no;no;no;unknown
46;admin.;married;secondary;no;yes;no;unknown
58;retired;married;secondary;no;no;no;unknown
35;management;married;tertiary;no;no;no;unknown
61;housemaid;married;tertiary;no;no;no;unknown
33;technician;single;secondary;no;no;no;unknown
57;retired;married;secondary;no;no;no;unknown
51;retired;married;secondary;no;no;no;unknown
46;technician;married;secondary;no;no;no;unknown
35;technician;single;tertiary;no;no;no;unknown
30;management;married;tertiary;no;no;no;unknown
31;management;single;tertiary;no;yes;no;unknown
31;technician;single;tertiary;no;no;yes;unknown
59;management;divorced;tertiary;no;no;no;unknown
48;management;single;tertiary;no;no;yes;unknown
50;technician;married;secondary;no;no;no;unknown
56;retired;married;secondary;no;no;no;unknown
55;blue-collar;married;primary;no;yes;no;unknown
46;technician;divorced;secondary;no;yes;no;unknown
33;management;married;tertiary;no;yes;no;unknown
56;blue-collar;married;primary;no;no;yes;unknown
31;management;married;tertiary;no;no;no;unknown
41;self-employed;single;tertiary;no;no;no;unknown
57;retired;married;secondary;no;no;no;unknown
55;services;married;secondary;no;no;no;unknown
42;housemaid;married;primary;no;no;yes;unknown
43;management;married;tertiary;no;yes;no;unknown
52;management;divorced;tertiary;no;yes;no;unknown
45;management;married;secondary;no;yes;yes;unknown
40;management;divorced;tertiary;no;no;no;unknown
34;management;married;tertiary;no;no;no;unknown
49;technician;divorced;secondary;no;yes;no;unknown
36;technician;single;secondary;no;no;no;unknown
36;management;single;tertiary;no;yes;yes;unknown
33;technician;single;secondary;no;no;no;unknown
31;blue-collar;married;primary;no;no;no;unknown
33;management;married;tertiary;no;yes;no;unknown
35;management;married;tertiary;no;no;no;unknown
44;management;married;tertiary;no;yes;no;unknown
45;technician;divorced;secondary;no;no;no;unknown
56;retired;married;secondary;no;no;no;unknown
32;technician;single;secondary;no;no;no;unknown
34;technician;single;secondary;no;no;no;unknown
59;services;married;primary;no;no;no;unknown
36;management;married;tertiary;no;yes;no;unknown
50;blue-collar;married;secondary;no;yes;no;unknown
33;management;single;tertiary;no;no;no;unknown
48;technician;married;secondary;no;no;yes;unknown
45;technician;married;secondary;no;no;no;unknown
31;management;married;secondary;no;no;no;unknown
45;services;married;secondary;no;yes;no;unknown
43;technician;married;tertiary;no;no;no;unknown
32;services;married;secondary;no;yes;yes;unknown
41;management;married;tertiary;no;yes;no;unknown
32;management;single;tertiary;no;yes;no;unknown
35;technician;married;secondary;no;yes;yes;unknown
59;retired;married;primary;no;no;no;unknown
53;management;married;tertiary;no;no;no;unknown
32;management;single;tertiary;no;no;no;unknown
51;admin.;married;secondary;no;no;no;unknown
36;management;single;tertiary;no;no;yes;unknown
56;retired;married;primary;no;no;no;unknown
54;services;married;primary;no;no;no;unknown
42;technician;married;secondary;no;yes;yes;unknown
34;technician;single;secondary;no;no;no;unknown
45;blue-collar;married;primary;no;no;no;unknown
30;technician;married;tertiary;no;no;no;unknown
46;services;married;secondary;no;no;no;unknown
47;blue-collar;married;primary;no;no;no;unknown
33;technician;single;secondary;no;no;no;unknown
34;technician;married;secondary;no;no;no;unknown
40;technician;married;tertiary;no;no;no;unknown
41;management;married;tertiary;no;no;no;unknown
54;management;married;tertiary;no;no;no;unknown
38;technician;married;secondary;no;no;no;unknown
33;technician;married;secondary;no;no;no;unknown
48;services;married;secondary;no;no;no;unknown
37;management;single;tertiary;no;yes;yes;unknown
50;blue-collar;married;primary;no;yes;no;unknown
33;technician;divorced;secondary;no;no;no;unknown
51;housemaid;married;primary;no;no;no;unknown
49;blue-collar;married;primary;no;no;no;unknown
55;technician;married;tertiary;no;yes;no;unknown
56;blue-collar;married;primary;no;no;no;unknown
56;retired;married;secondary;no;no;yes;unknown
34;management;married;tertiary;no;no;no;unknown
37;management;single;tertiary;no;no;no;unknown
32;management;married;tertiary;no;yes;no;unknown
33;technician;married;secondary;no;no;no;unknown
30;technician;single;secondary;no;no;no;unknown
34;technician;married;tertiary;no;yes;no;unknown
43;management;married;tertiary;no;no;no;unknown
53;services;married;secondary;no;yes;no;unknown
52;admin.;married;secondary;no;no;yes;unknown
34;unemployed;married;tertiary;no;no;no;unknown
48;admin.;married;secondary;no;no;no;unknown
48;blue-collar;married;primary;no;yes;yes;unknown
52;technician;divorced;secondary;no;no;no;unknown
37;technician;single;secondary;no;yes;no;unknown
47;self-employed;married;secondary;no;no;no;unknown
53;management;married;tertiary;no;no;no;unknown
33;management;married;tertiary;no;no;no;unknown
32;technician;single;tertiary;no;no;no;unknown
31;entrepreneur;single;secondary;no;no;no;unknown
35;management;married;tertiary;no;no;no;unknown
30;services;single;tertiary;no;no;no;unknown
41;technician;married;tertiary;no;no;no;unknown
47;management;married;secondary;no;no;no;unknown
44;technician;married;secondary;no;yes;no;unknown
58;unknown;married;secondary;no;no;no;unknown
51;blue-collar;married;primary;no;yes;no;unknown
31;management;single;tertiary;no;no;no;unknown
33;housemaid;married;primary;no;no;no;unknown
37;technician;single;secondary;no;no;no;unknown
58;management;married;tertiary;no;no;no;unknown
60;management;married;tertiary;no;no;no;unknown
45;management;married;tertiary;no;no;no;unknown
44;unemployed;married;tertiary;no;no;no;unknown
36;management;married;tertiary;no;yes;no;unknown
52;blue-collar;married;secondary;no;no;no;unknown
41;technician;married;secondary;no;no;no;unknown
52;blue-collar;married;secondary;no;no;no;unknown
34;technician;single;secondary;no;no;yes;unknown
55;retired;married;primary;no;yes;yes;unknown
32;technician;married;secondary;no;no;no;unknown
34;management;married;tertiary;yes;no;no;unknown
50;blue-collar;married;primary;no;no;yes;unknown
45;blue-collar;married;secondary;no;no;no;unknown
31;management;single;tertiary;no;no;no;unknown
32;technician;married;secondary;no;no;no;unknown
31;technician;married;secondary;no;yes;no;unknown
57;services;married;primary;no;no;no;unknown
53;services;married;tertiary;no;no;no;unknown
32;management;single;tertiary;no;no;no;unknown
56;management;divorced;tertiary;no;no;no;unknown
31;blue-collar;married;secondary;no;no;no;unknown
31;management;single;tertiary;no;yes;no;unknown
51;blue-collar;married;primary;no;no;no;unknown
32;technician;single;tertiary;no;no;no;unknown
41;technician;single;secondary;no;yes;yes;unknown
60;housemaid;married;secondary;no;no;no;unknown
32;management;married;tertiary;no;no;no;unknown
47;unemployed;married;secondary;no;no;no;unknown
52;blue-collar;married;secondary;no;no;no;unknown
42;entrepreneur;married;tertiary;no;no;no;unknown
38;unemployed;married;secondary;no;no;no;unknown
33;management;married;tertiary;no;no;no;unknown
53;technician;married;tertiary;no;no;no;unknown
31;technician;single;tertiary;no;no;no;unknown
57;blue-collar;married;unknown;no;no;no;unknown
60;retired;married;secondary;no;yes;yes;unknown
33;technician;married;secondary;no;yes;yes;unknown
47;technician;divorced;secondary;no;no;no;unknown
34;management;married;tertiary;no;yes;no;unknown
50;blue-collar;married;primary;no;yes;no;unknown
34;technician;single;tertiary;no;yes;no;unknown
33;technician;single;secondary;no;yes;no;unknown
48;entrepreneur;married;tertiary;no;no;yes;unknown
47;management;married;tertiary;no;no;no;unknown
37;technician;married;secondary;no;no;no;unknown
41;management;married;tertiary;no;no;no;unknown
36;management;divorced;tertiary;no;no;yes;unknown
33;management;single;tertiary;no;no;no;unknown
35;management;married;secondary;no;no;no;unknown
30;technician;single;tertiary;no;no;no;unknown
31;entrepreneur;married;tertiary;no;no;no;unknown
40;technician;married;secondary;no;yes;no;unknown
37;technician;married;secondary;no;no;no;unknown
33;management;married;tertiary;no;yes;no;unknown
49;admin.;married;secondary;no;no;no;unknown
52;management;married;tertiary;no;no;no;unknown
31;technician;married;tertiary;no;yes;yes;unknown
47;services;married;secondary;no;no;yes;unknown
50;services;married;primary;no;no;no;unknown
30;technician;single;secondary;no;no;no;unknown
36;management;married;tertiary;no;no;no;unknown
46;management;married;tertiary;no;no;no;unknown
46;technician;married;secondary;no;yes;no;unknown
47;management;married;secondary;no;no;no;unknown
57;unknown;married;primary;no;no;no;unknown
39;management;married;tertiary;no;no;no;unknown
32;management;married;tertiary;no;no;no;unknown
35;management;married;tertiary;no;no;no;unknown
41;self-employed;married;secondary;no;no;no;unknown
35;management;single;tertiary;no;yes;no;unknown
52;blue-collar;married;secondary;no;no;no;unknown
37;management;married;tertiary;no;yes;no;unknown
42;self-employed;married;tertiary;no;no;no;unknown
47;blue-collar;married;secondary;no;no;no;unknown
46;self-employed;married;primary;no;yes;no;unknown
32;management;divorced;tertiary;no;yes;no;unknown
52;housemaid;married;primary;no;no;no;unknown
34;management;married;tertiary;no;no;no;unknown
31;technician;married;secondary;no;no;no;unknown
33;management;married;tertiary;no;no;no;unknown
33;management;single;tertiary;no;no;no;unknown
33;technician;single;secondary;no;no;no;unknown
35;management;single;tertiary;no;no;no;unknown
34;management;married;tertiary;no;no;no;unknown
34;management;divorced;tertiary;no;no;no;unknown
50;entrepreneur;married;secondary;no;no;no;unknown
30;technician;single;secondary;no;yes;no;unknown
38;management;married;tertiary;no;no;no;unknown
32;technician;single;tertiary;no;no;no;unknown
55;management;married;tertiary;no;no;no;unknown
44;management;single;tertiary;no;yes;no;unknown
52;unemployed;married;secondary;no;no;no;unknown
52;technician;married;secondary;no;yes;yes;unknown
59;blue-collar;married;secondary;no;no;no;unknown
31;technician;married;tertiary;no;no;yes;unknown
60;technician;single;tertiary;no;no;no;unknown
37;management;married;tertiary;no;no;no;unknown
60;blue-collar;married;secondary;no;no;no;unknown
47;blue-collar;married;primary;no;no;no;unknown
57;admin.;married;primary;no;yes;no;unknown
39;self-employed;divorced;tertiary;no;no;no;unknown
30;management;married;tertiary;no;no;no;unknown
43;management;married;tertiary;no;no;no;unknown
47;unknown;married;secondary;no;no;no;unknown
45;technician;married;secondary;no;no;no;unknown
41;technician;married;secondary;no;no;no;unknown
39;management;married;tertiary;no;no;no;unknown
38;management;married;tertiary;no;no;no;unknown
51;entrepreneur;married;primary;no;yes;no;unknown
58;retired;married;primary;no;yes;yes;unknown
53;unemployed;divorced;tertiary;no;yes;yes;unknown
49;entrepreneur;married;primary;no;no;no;unknown
41;technician;married;tertiary;no;no;no;unknown
40;technician;single;secondary;no;no;no;unknown
34;technician;single;secondary;no;yes;no;unknown
41;technician;single;secondary;no;no;no;unknown
34;technician;married;secondary;no;no;no;unknown
32;technician;married;tertiary;no;no;no;unknown
33;technician;married;secondary;no;yes;no;unknown
46;services;married;secondary;no;no;no;unknown
33;management;married;tertiary;no;no;no;unknown
35;management;single;tertiary;no;yes;no;unknown
44;technician;single;secondary;no;no;no;unknown
55;self-employed;married;primary;no;no;no;unknown
31;self-employed;married;tertiary;no;no;no;unknown
34;management;married;tertiary;no;no;no;unknown
34;technician;single;secondary;no;no;no;unknown
38;technician;single;secondary;no;no;no;unknown
31;management;single;tertiary;no;no;yes;unknown
34;management;married;tertiary;no;no;no;unknown
31;management;single;tertiary;no;no;no;unknown
55;retired;married;primary;no;no;no;unknown
31;technician;single;tertiary;no;yes;no;unknown
57;services;married;secondary;no;no;no;unknown
45;technician;married;tertiary;no;no;no;unknown
33;technician;single;tertiary;no;no;no;unknown
35;management;married;tertiary;no;no;no;unknown
50;technician;married;secondary;no;no;no;unknown
33;management;married;tertiary;no;no;no;unknown
45;management;divorced;tertiary;no;no;no;unknown
42;technician;married;tertiary;no;no;no;unknown
46;blue-collar;married;primary;no;no;no;unknown
32;management;single;tertiary;no;no;no;unknown
47;technician;divorced;tertiary;no;no;no;unknown
31;admin.;married;secondary;no;yes;yes;unknown
